BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
19-84520,COMMUNE CLOYES LES TROIS RIVIERES,None,Monsieur le Maire,,,1 place Gambetta - Cloyes sur le Loir,28220,Cloyes les Trois Rivières,,(+33)2-37-98-53-18,,,marchespublics@cloyeslestroisrivieres.fr,,,,,,,False,False,,False,False
20-101050,COLLECTIVITE TERRITORIALE MARTINIQUE,None,M. le Président du conseil exécutif de la collectivité territoriale de la martinique,,,Rue Gaston Defferre - Cluny - CS 30137,97201,Fort-de-france,,(+33)05-96-59-63-00,,(+33)05-96-72-68-10,courrier@collectivitedemartinique.mq,http://www.collectivitedemartinique.mq,http://www.collectiviteterritorialedemartinique.achatpublic.com,,,,,False,False,,False,False
16-123407,SYDEC,None,Monsieur le Président,,,55 rue Martin Luther KingCS 70627,40006,Mont de Marsan Cedex,,,,,,,,,,,,False,False,,False,False
20-103108,Communauté d'Agglomération du Sud,None,"Direction de la Commande Publique, à l'attention de M. Le Président,",,,379 Rue Hubert DelisleBP 437,97838,Le tampon cedex,,,,,juridique@casud.re,,https://casud.achatpublic.com,,,,,False,False,,False,False
20-106726,SEVADEC,None,M. le Président,,,583 rue Jacques Monod - BP20,62101,CALAIS Cedex,,03-21-19-58-30,,03-21-36-58-41,sevadec@wanadoo.fr,http://www.sevadec.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
20-112578,COMMUNE D'ETRECHET,None,DESCOURAUX Marc,,,rue sully,36120,etrechet,,02-54-26-98-17,,,mairie.etrechet@wanadoo.fr,,,,,,,False,False,,False,False
20-124973,DEPARTEMENT DU MORBIHAN,None,,DGFiM - DCP - service des marchés,FRH04,"2, rue Saint Tropez - CS 82400",56009,Vannes cedex,,,,,dfg.marches@morbihan.fr,https://www.morbihan.fr,https://marches.megalis.bretagne.bzh,,https://marches.megalis.bretagne.bzh,https://marches.megalis.bretagne.bzh/,,False,True,,False,True
20-129334,IMSA,None,,"Cellule Marchés Publics,",FRJ28,Avenue du Clos Maury  CS 40217,82002,Montauban,,(+33) 5-63-68-47-52,,(+33) 5-63-68-49-49,marchespublics.grprec@imsa.msa.fr,http://informatique.msa.fr,https://msa.achatpublic.com,,,,,False,True,,False,True
20-130159,Cté d'agglomération du Bassin de Thau,None,,,FRJ13,"4, Avenue d'Aigues BP 600",34110,FRONTIGNAN,,(+33) 4-67-46-47-41,,(+33) 4-67-46-47-65,correspondre@aws-france.com,http://www.thau-agglo.fr/,http://www.agglopole.fr/,,,,,False,False,,False,False
20-132628,Ville d'Avignon,None,,,FRL06,Hôtel de Ville - Place de l'Horloge,84045,Avignon cedex 09,,(+33) 4-90-80-83-14,,,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,https://avignon-marchespublics.omnikles.com/,https://avignon-marchespublics.omnikles.com/,,False,True,,False,True
20-136340,Ville d'Aulnay-sous-Bois,None,,Monsieur Bruno BESCHIZZA,FR106,"Hotel de Ville, RDC Bas, BP 56",None,Aulnay-sous-Bois,,(+33) 1-48-79-40-26,,(+33) 1-48-79-64-81,marches-publics@aulnay-sous-bois.com,http://www.aulnay-sous-bois.com,http://www.achatpublic.com/sdm//ent/index.jsp,,,,,False,True,,False,True
20-137371,VILLE DE LA ROCHE SUR YON,None,,Boris CENSIER,FRG05,Place du Théâtre,85000,La Roche-sur-Yon,,,,,boris.censier@larochesuryon.fr,http://www.larochesuryon.fr,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,False,,False,False
20-137949,Département des Alpes-Maritimes,None,,,FRL03,"DAL / Service des marchés - CADAM, 147 bd du Mercantour - Bâtiment Cheiron 4ème étage - Bureau 471 - B.P. 3007",06201,Nice Cedex 3,,,,,marches@departement06.fr,https://www.e-marches06.fr,https://www.e-marches06.fr,,,,,False,True,,False,True
20-139111,Centre Hospitalier de Boulogne sur Mer,None,,Cellule marchés,FR,Rue jacques Monod,62321,BOULOGNE SUR MER,,(+33) 3-21-99-37-62,,,marchespublics@ch-boulogne.fr,http://www.ch-boulogne.fr,http://www.achatpublic.com,,,,,False,False,,False,False
20-143263,Métropole de Lyon,None,,DDUCV- Direction Ressources/Direction Ressources/Direction Adjointe Administration &amp; Finances_ Service Marchés-Unité VVN/TSU,FRK26,"20, rue du Lac - CS33569",69505,Lyon cedex 3,,,,(+33) 4-26-99-30-78,voirie-marches@grandlyon.com,http://marchespublics.grandlyon.com,http://marchespublics.grandlyon.com,,,,,False,True,,False,True
20-143795,Ville d'Issoire,None,,Arnaud Tilliez,FRK14,"Direction de l'administration, 2 rue Eugène Gauttier, B.P.2",63501,ISSOIRE,,(+33) 4-73-89-03-54,,(+33) 4-73-89-41-05,atilliez@issoire.fr,http://www.issoire.fr,http://www.marches-publics.info,,,,,False,False,,False,False
20-146194,Ville de Rambouillet,None,,,FR103,Centre Municipal La Vénerie,78120,Rambouillet,,(+33) 1-75-03-41-80,,,service.marches@rambouillet.fr,http://www.rambouillet.fr,http://www.marches-rambouillet.com,,http://www.marches-rambouillet.com,http://www.marches-rambouillet.com,,False,True,,False,True
20-147275,MINARM/DGA/DO/S2A,FR 74 150 000 271,Véronique ROUBAUD,Acheteur-négociateur,,service des achats d'armement / Division achats / Sud Est / Istres,13804,ISTRES cedex,,,,,veronique.roubaud@intradef.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,,,False,False,,False,False
20-149828,Département des Alpes-Maritimes,None,Monsieur le Président du Conseil Départemental des Alpes-Maritimes,,,"direction générale adjointe pour les ressources et les moyens - direction des achats et de la logistique - service des marchés - cadam 147 bd du Mercantour - bâtiment Cheiron 4 étage - bureau 471 (du lundi au vendredi, de 9h à 11h45 et de 13h30 à 16h)",06201,Nice cedex 3,,04-97-18-63-68,,04-89-04-29-89,,http://www.e-marches06.fr,,,,,,False,False,,False,False
20-151445,IMSA,None,,Cellule marchés Publics,FRJ28,Avenue du Clos Maury  CS 40217,82002,Montauban,,(+33) 5-63-68-47-52,,(+33) 5-63-68-48-89,marchespublics.grprec@imsa.msa.fr,http://informatique.msa.fr,https://msa.achatpublic.com,,,,,False,True,,False,True
20-151536,Bordeaux Métropole,None,"M. BOBET Patrick, Président de Bordeaux Métropole",,,Esplanade Charles de Gaulle,33045,Bordeaux,,,,,dacp@bordeaux-metropole.fr,http://www.bordeaux-metropole.fr,https://demat-ampa.fr,,,,,False,False,,False,False
20-152165,Ville d'Aulnay-sous-Bois,None,,Monsieur Bruno BESCHIZZA,FR106,1 Place de l'Hôtel de Ville,93600,AULNAY-SOUS-BOIS,,(+33) 1-48-79-62-79,,,marches-publics@aulnay-sous-bois.com,http://www.aulnay-sous-bois.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
20-153440,Mairie Villepinte,None,,,FR1,Hôtel de ville Place de la Mairie,93420,Villepinte,,,,,lbechouche@ville-villepinte.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
20-154583,Angers Loire Métropole,None,,,FRG02,BP 80011,49020,Angers Cedex 02,,,,,marches.dag@angersloiremetropole.fr,https://alm.marches-securises.fr,https://alm.marches-securises.fr,,https://alm.marches-securises.fr,https://alm.marches-securises.fr,,True,False,,False,True
20-154628,Ville de Baie-Mahault,None,,Mme le Maire,FRY10,Place Childéric Trinqueur,97122,Baie-mahault,,(+33) 5-90-26-59-60,,(+33) 5-90-26-12-34,mairie@baiemahault.fr,http://www.baiemahault.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,False,True,,False,True
20-156489,CCI Bordeaux,None,,Service LPM,FRI12,17 place de la Bourse,33076,Bordeaux cedex,,(+33) 5-56-79-50-24,,,npelletier@bordeauxgironde.cci.fr,http://www.bordeauxgironde.cci.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,True,False,,False,True
