BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
15-38225,Mairie de Chauzon,None,DELON Jean-Claude,,,Hotel de Ville 25 A Place de la Mairie,07120,Chauzon,,04-75-93-97-65,,04-75-39-75-09,chauzon.mairie@wanadoo.fr,,,,,,,False,False,,False,False
17-54631,Commune de VENDEUVRE SUR BARSE,None,Marielle CHEVALLIER,,,place du 11 Novembre,10140,Vendeuvre-sur-Barse,,03-25-41-30-20,,,mairie-de-vendeuvre-sur-barse@wanadoo.fr,http://www.vendeuvre-sur-barse.fr,http://www.xmarches.fr,,,,,False,False,,False,False
20-103244,RPA DREAL Languedoc-R - Midi-Pyrenées,None,M. le chef de la Direction Transport - Division Maîtrise d'ouvrage de Toulouse,,,cité administrativebât C1 rue de la Cité AdministrativeCS 80002,31074,Toulouse Cedex 9,,,,,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
20-113566,CHU de Martinique,None,,Département Achats,FR,Direction des Achats - Filière d'achat restauration - CS 90632,97261,Fort-de-France Cedex,,(+33) 5-96-55-20-23,,(+33) 5-96-75-72-99,jean-philippe.valentin@chu-martinique.fr,http://www.chu-martinique.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
20-113622,CHU de Martinique,None,,Direction des Achats,FR,Direction des Achats - Filière d'achat restauration - CS 90632,97261,Fort-de-France Cedex,,(+33) 5-96-55-20-23,,(+33) 5-96-75-72-99,jean-philippe.valentin@chu-martinique.fr,http://www.chu-martinique.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
20-113651,CHU de Martinique,None,,Direction des Achats,FR,Direction des Achats - Filière d'achat restauration - CS 90632,97261,Fort-de-France Cedex,,(+33) 5-96-55-20-23,,(+33) 5-96-75-72-99,jean-philippe.valentin@chu-martinique.fr,http://www.chu-martinique.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
20-113681,CHU de Martinique,None,,Direction des Achats,FR,Direction des Achats - Filière d'achat restauration - CS 90632,97261,Fort-de-France Cedex,,(+33) 5-96-55-20-23,,,jean-philippe.valentin@chu-martinique.fr,http://www.chu-martinique.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
20-113692,CHU de Martinique,None,,Direction des Achats,FR,Direction des Achats - Filière d'achat restauration - CS 90632,97261,Fort-de-France Cedex,,(+33) 5-96-55-20-23,,,jean-philippe.valentin@chu-martinique.fr,http://www.chu-martinique.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
20-113695,CHU de Martinique,None,,Direction des Achats,FR,Direction des Achats - Filière d'achat restauration - CS 90632,97261,Fort-de-France Cedex,,(+33) 5-96-55-20-23,,,jean-philippe.valentin@chu-martinique.fr,http://www.chu-martinique.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
20-120299,SCA/PFAF SO,None,,Bureau Achats Publics,FRI12,Caserne Xaintrailles CS 81158,33077,Bordeaux cedex,,(+33) 5-57-85-18-06,,(+33) 5-57-85-25-10,pfafso.sppm1@laposte.net,http://www.achats.defense.gouv.fr,,,,,,False,False,,False,False
20-135394,COLLECTIVITE TERRITORIALE MARTINIQUE,None,M.le Président du conseil exécutif de la collectivité territoriale de la martinique,,,Rue Gaston Deffere,97200,fort de france,MQ,05-96-59-63-00,,,courrier@collectivitedemartinique.mq,http://www.collectivitedemartinique.mq,http://www.collectiviteterritorialedemartinique.achatpublic.com,,,,,False,False,,False,False
20-159271,Centre Hospitalier de Nevers,None,,,FR,,None,Nevers,,,,,cellule.marches@ch-nevers.fr,https://marches.ternum-bfc.fr,,,,,,False,True,,False,True
20-17267,MONT DE MARSAN AGGLOMERATION,None,Patrice MARBOUTIN,,,Régie intercommunale de l'assainissement1 rue Cazaillas BP 20015marchespublics.landespublic.org,40001,Mont-de-Marsan,,09-69-39-24-40,,,accueil@montdemarsanagglo-eau.fr,http://montdemarsanagglo-eau.fr,http://marchespublics.landespublic.org,,,,,False,False,,False,False
20-22451,CDC du Pays de Saint Gilles Cx de Vie,None,M. Le Président,,,ZAE Le soleil levant - CS 63669 - Givrand,85806,Saint gilles croix de vie,,02-51-55-55-55,,02-51-54-24-46,marchespublics@payssaintgilles.fr,http://www.payssaintgilles.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
20-25061,Ville de Vichy,None,,,FRK11,Place de l'Hôtel de VilleBP 42158,03201,Vichy,,(+33) 4-70-30-17-17,,(+33) 4-70-30-17-00,mpa@vichy-communaute.fr,http://www.ville-vichy.fr,http://vvachat.achatpublic.com,,,,,False,True,,False,True
20-37660,Communauté de communes Bugey Sud,None,,Service commande publique,FRK21,34 Grande rue,01300,Belley,,(+33) -04-79-81-30-56,,,e.giraud@ccbugeysud.com,https://www.ccbugeysud.com/,https://marchespublics.ain.fr,,https://marchespublics.ain.fr,https://marchespublics.ain.fr/?page=Entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;id=503426&amp;orgAcronyme=ad_006,,False,True,,False,True
20-74851,VIlle de Fouquières-lez-lens,None,,,FR,,62740,FOUQUIERES LEZ LENS,,,,,comptabilite@fouquieres.fr,http://www.fouquieres.fr,https://www.marchespublics596280.fr,,https://www.marchespublics596280.fr,https://www.marchespublics596280.fr,,False,True,,False,True
21-11851,SICASIL,None,,M. le Président du SICASIL,FRL03,28 boulevard du Midi Louise Moreau,06150,Cannes-la-Bocca,,(+33) 4-93-90-54-54,,,marches.publics@cannespaysdelerins.fr,http://www.sicasil.com,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,False,True,,False,True
21-12514,Conseil d'Administration du SDIS 36,None,,Mr Gilles LESCURE,FR,,36130,Montierchaume,,(+33) -02-54-25-20-73,,,glescure@sdis36.org,http://www.achatpublic.com,,,,,,False,True,,False,True
21-13100,Lannion-Trégor Communauté,None,,,FRH01,1 rue Gaspard Monge,22300,lannion,,,,,commandepublique@lannion-tregor.com,http://www.lannion-tregor.com/,https://marches.megalis.bretagne.bzh/,,,,,False,True,,False,True
