BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-52813,Commune de Rivière-Salée,None,Rivière-Salée,,,Rue du Morne COSTET,97215,Rivière-Salée,MQ,05-96-68-79-30,,05-96-68-04-55,marchespublics@mairie-riviere-salee.fr,https://riviere-salee.fr,,,,,,False,False,,False,False
21-61979,Sorbonne Université,13002338500011,,,FR,"Sorbonne Université, Direction des Achats, Service Achat Transversal, 1 Rue Victor Cousin",75230,Paris Cedex 05,,(+33) 1-01-44-27-35-62,,,thierry.leaute@sorbonne-universite.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-62801,Nantes Métropole,None,,,FRG01,2 Cours du Champ de Mars,None,Nantes cedex 9,,,,,caroline.lefrancois@nantesmetropole.fr,https://metropole.nantes.fr,https://marchespublics.nantesmetropole.fr,,https://marchespublics.nantesmetropole.fr,https://marchespublics.nantesmetropole.fr,,False,True,,False,True
21-66478,Préfecture de Police de Paris,None,,,FR,,None,Paris,,,,,pp-sai-bmpt-pole1@interieur.gouv.fr,http://www.prefecture-police-paris.interieur.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
21-71108,GHR Mulhouse Sud Alsace,None,Madame la Directrice,,,87 avenue d'altkirch,68051,Mulhouse Cedex,,03-89-64-68-08,,03-89-64-75-66,marches-publics@ghrmsa.fr,http://www.ghrmsa.fr,http://marchespublics-ch-mulhouse.omnikles.com,,,,,False,False,,False,False
21-73602,Collectivité européenne d'Alsace,None,,M. le Président de la Collectivité européenne d'Alsace,FRF1,"Direction de l'Immobilier et des Moyens Généraux, place du Quartier Blanc",67964,Strasbourg cedex 9,,(+33) 8-76-67-47,,,philippe.wintz@alsace.eu,http://www.alsacemarchespublics.eu,http://www.alsacemarchespublics.eu,,http://www.alsacemarchespublics.eu,http://www.alsacemarchespublics.eu,,False,True,,False,True
21-74488,Sorbonne Université,None,,Thierry LEAUTE,FR,"Direction des Achats, Service Achat Transversal, Boite courrier 611, 4 Place Jussieu",75005,Paris,,(+33) 1-44-27-35-62,,,thierry.leaute@sorbonne-universite.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-77464,Commune de Charenton-le-Pont,None,M. le Maire,,,"48, Rue de Paris",94220,Charenton-le-Pont,,,,,marchespublics@charenton.fr,http://www.charenton.fr,http://www.achatpublic.com,,,,,False,False,,False,False
21-81213,COM D AGGL DE LA PORT DU HAINAUT,None,,,FRE11,Rue Michel Rondet,59135,Wallers-Arenberg,,,,,marchespublics@agglo-porteduhainaut.fr,http://www.agglo-porteduhainaut.fr/,https://marchespublics.agglo-porteduhainaut.fr/,,https://marchespublics.agglo-porteduhainaut.fr/,https://marchespublics.agglo-porteduhainaut.fr/,,True,False,,False,True
21-81575,Conseil Départemental Haute-Garonne,None,,Direction de la commande publique,FRJ23,"1, boulevard de la marquette",31090,Toulouse,,,,,dcp-mpfs@cd31.fr,https://haute-garonne.fr,https://haute-garonne.marches-publics.info,,,,,False,True,,False,True
21-82919,Université de Corse,None,Direction de la Commande Publique,,,Bâtiment administratif Jean-Toussaint DesantiAvenue du 9 Septembre - BP 52,20250,Corte,,(+33)4-95-45-01-99,,,marchepublic@univ-corse.fr,http://www.univ-corse.fr,http://www.klekoon.com,,,,,False,False,,False,False
21-83033,Conseil départemental du Pas-de-Calais,None,,OLLIVIER Patricia,FRE12,Hôtel du Département - rue Ferdinand Buisson,62018,Arras cedex 9,,(+33) 3-21-21-67-94,,,dcp.secretariat@pasdecalais.fr,http://wwwpasdecalais.fr,https://marchespublics596280.fr,,,,,False,True,,False,True
21-84435,Cons. Départ. de la Charente-Maritime,None,,,FRI32,85 Boulevard de la République,17076,La Rochelle,,(+33) 5-46-31-75-33,,,proceduredemat.marches@charente-maritime.fr,http://www.charente-maritime.fr,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
21-84509,Cons. Départ. de la Charente-Maritime,None,,,FRI32,85 Boulevard de la République,17076,La Rochelle,,(+33) 5-46-31-75-33,,,proceduredemat.marches@charente-maritime.fr,http://www.charente-maritime.fr,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
21-85142,Laval Mayenne Aménagements,None,M. Johann SIMON,,,"17, rue de Franche Comté - CS 30512",53005,Laval,,02-43-91-45-26,,,contact@groupement-lma.fr,http://www.groupement-lma.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
21-85333,Département de l'Aude,None,,,FRJ11,Département de l'Aude Allée Raymond Courrière,11855,CARCASSONNE Cedex 9,,(+33) 4-68-11-68-11,,,marches@aude.fr,http://www.aude.fr,http://www.marchespublics.aude.fr,,,,,False,True,,False,True
21-85426,E.P.S.M.D. de l'Aisne,None,Mr le directeur,,,prémontré,02320,prémontré,,03-23-23-66-21,,03-23-23-66-07,cellule.marche@epsmd-aisne.fr,http://www.epsmd-aisne.fr,http://marchespublics-epsmdaisne.safetender.com,,,,,False,False,,False,False
21-85443,E.P.S.M.D. de l'Aisne,None,Mr le directeur,,,prémontré,02320,prémontré,,03-23-23-66-21,,03-23-23-66-07,cellule.marche@epsmd-aisne.fr,http://www.epsmd-aisne.fr,http://marchespublics-epsmdaisne.safetender.com,,,,,False,False,,False,False
21-85876,Ville d'Angers,None,M. le Maire,,,Direction de la Commande publique pour la Direction Bâtiments et patrimoine communautaire,49020,Angers cedex 02,,,,,marches.juridique@ville.angers.fr,https://alm.marches-securises.fr,https://alm.marches-securises.fr,,,,,False,False,,False,False
21-86031,CFAI Bretagne,None,,,FRH03,,None,PLERIN,,,,,eric.rondeau@formation-industrie.bzh,http://www.formation-industrie.bzh,http://www.megalis.bretagne.bzh,,,,,False,True,,False,True
21-86040,Syndicat Mixte Stations du Mercantour,None,Monsieur Le Président,,,Immeuble Connexio1-3 Route de Grenoble,06364,NICE Cedex 4,,04-89-98-16-44,,,marches@smsm.fr,,,,,,,False,False,,False,False
21-86145,Centre Hospitalier de Pau,None,,,FRI15,,None,Pau,,,,,secretariat-marches@ch-pau.fr,http://www.achatpublic.com,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
21-86166,Syndicat Trivalis,None,M. Le Président de Trivalis,,,31 rue de l'atlantique - CS 30605,85015,La Roche-sur-Yon,,(+33)2-51-45-14-51,,,contact@trivalis.fr,http://www.trivalis.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
21-86247,Ville d'Avignon,None,,,FRL06,Hôtel de Ville-Place de l'Horloge,84045,Avignon cedex 09,,(+33) 4-90-80-83-14,,,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,,,,False,True,,False,True
21-86459,CDC du Pays de Saint Gilles Cx de Vie,None,,Lucie BEYNIE,FRG05,ZAE Le Soleil Levant CS 63669 Givrand,85806,Saint gilles croix de vie,,(+33) 2-51-55-55-55,,(+33) 2-51-54-24-46,l.beynie@payssaintgilles.fr,http://www.payssaintgilles.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,False,True,,False,True
21-86488,Inserm - Administration du Siège,None,,,FR1,"101, rue de Tolbiac",75654,Paris,,(+33) 1-44-23-63-33,,,achat.ads@inserm.fr,http://www.inserm.fr,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=701037&amp;orgAcronyme=f2h,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=701037&amp;orgAcronyme=f2h,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=701037&amp;orgAcronyme=f2h,,False,True,,False,True
21-86519,Conseil Départemental de l AVEYRON,None,,,FRJ22,Direction des Routes et des Infrastructures,12450,Flavin,,,,,st.marches.admin@aveyron.fr,http://www.aveyron.fr,http://www.aveyron.fr,,,,,False,True,,False,True
21-86529,CARMF,None,M le Directeur,,,46 rue Saint Ferdinand,75017,Paris,,01-40-68-32-00,,01-40-68-33-70,contrats@carmf.fr,http://www.carmf.fr,http://carmf.e-marchespublics.com,,,,,False,False,,False,False
